tx	gene_id	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
unassigned_transcript_2072	MM_RS10250	654.853	887.56	2177	4264	153	130.993	316	333
unassigned_transcript_2073	MM_RS10255	516	545.177	1248	1578	89	129	172	185
unassigned_transcript_2074	MM_RS10260	68	99	260	451	6	6	18	26
unassigned_transcript_2075	MM_RS10265	451	1230	1159	848	1234	3269	2177.999	2337
unassigned_transcript_2076	MM_RS10270	91	97	98	39	140	152	157	142
unassigned_transcript_2077	MM_RS10275	59	107	300	171.223	25	48	67	72
unassigned_transcript_2078	MM_RS10280	145.452	270.53	158.009	37	118	120	36	82
unassigned_transcript_2079	MM_RS10285	263.575	552.478	347	122	74	121	51	87
unassigned_transcript_2080	MM_RS10290	447.93	478.872	958.227	653.894	129	189	178.964	202
unassigned_transcript_2081	MM_RS10295	302.969	436.037	502.043	266	5	13.939	5	13
unassigned_transcript_2082	MM_RS18435	0	0	49	10	27	19.529	0	29
unassigned_transcript_2083	MM_RS19190	27	15.148	19	11	8	0	0	0
unassigned_transcript_2084	MM_RS10310	11.26	35.836	24.937	3	1	1	0	6
unassigned_transcript_2085	MM_RS10315	6	14	10	4	2	2	6	5
unassigned_transcript_2086	MM_RS10320	133	80.003	106	11	141	245	124	247
unassigned_transcript_2087	MM_RS10335	168	259.628	178	146	34	47	25	107
unassigned_transcript_2088	MM_RS10340	161	257	170	235	19	68	36	114
unassigned_transcript_2089	MM_RS10345	58	58	153	217	14	34	40	155
unassigned_transcript_2090	MM_RS10350	136.98	168.04	300	522	37	64	98	357
unassigned_transcript_2091	MM_RS10355	65	103.093	184	425	39	70	67	296
unassigned_transcript_2092	MM_RS10360	391.074	511.921	1000	1999.631	133	231	273	1063
unassigned_transcript_2093	MM_RS10365	363.986	614.382	768	1235	127	178	155	433
unassigned_transcript_2094	MM_RS10370	319	428	422	607	214	148	229	587
unassigned_transcript_2095	MM_RS10375	178	326.941	141	173	129	186	81	280
unassigned_transcript_2096	MM_RS10380	293	419.289	699	1271	97	157	292	692
unassigned_transcript_2097	MM_RS10385	302.277	513.983	1188	2309	66	96.018	257	503
unassigned_transcript_2098	MM_RS10390	606	1215.994	1882	837	338	600	780	1061
unassigned_transcript_2099	MM_RS10395	110.808	1259.309	8385.097	255.368	33.42	239.778	183.955	46.776
unassigned_transcript_2100	MM_RS10400	26.321	138.45	865.528	11	8.326	45.561	96.789	8.421
unassigned_transcript_2101	MM_RS10405	20	61	614	18	7	18	31	13
unassigned_transcript_2102	MM_RS10410	28	129.99	304.998	44	14	46	13	22
unassigned_transcript_2103	MM_RS10415	167	297	239.998	42.014	60	199	42	53
unassigned_transcript_2104	MM_RS10420	438.479	1063	826	412	140	201	217	225
unassigned_transcript_2105	MM_RS10425	1035	1983	1146	910	45	239.952	85	66
unassigned_transcript_2106	MM_RS10430	1159	2685.994	1941	1852	108	356	146	126
unassigned_transcript_2107	MM_RS10435	897.999	1590	871	928	134	484	174	220
unassigned_transcript_2108	MM_RS10440	19184.268	19268.312	106550.173	31246.039	17661.218	60087.266	84581.234	5283.607
unassigned_transcript_2109	MM_RS10445	306.012	409.499	589.042	575.298	143.754	480.828	179.856	121.394
unassigned_transcript_2110	MM_RS10450	260.13	256.187	754.558	264.578	2570.236	4102.877	3751.375	3090.973
unassigned_transcript_2111	MM_RS10455	2172	2206.915	7015.665	1474	744	1149	810	1259
unassigned_transcript_2112	MM_RS10460	782	1747.885	3308	2617	79	192	141	209
unassigned_transcript_2113	MM_RS10465	393	784.009	1269	1568	81	126	124	194
unassigned_transcript_2114	MM_RS10470	220	367.095	237	234	122	234	329	261
unassigned_transcript_2115	MM_RS10475	100	126.428	538	222	7	20	17	34
unassigned_transcript_2116	MM_RS10480	799	1659	1271	460	68	260	68	161
unassigned_transcript_2117	MM_RS10485	7	54	64	15	18	21	36	46
unassigned_transcript_2118	MM_RS10490	562	1095	421	239	147	261	56	113
unassigned_transcript_2119	MM_RS10495	2	10	9	3	1	5	6	1
unassigned_transcript_2120	MM_RS10500	14	9	13	0	0	5	4	4
unassigned_transcript_2121	MM_RS18445	164	349	118.131	90	48	123	41	82
unassigned_transcript_2122	MM_RS10510	68	166	119	61	18	89	23	60
unassigned_transcript_2123	MM_RS10515	179.999	354	230	310	31	65	26	51
unassigned_transcript_2124	MM_RS10520	131	209.829	251	57	49	68	69	84
unassigned_transcript_2125	MM_RS10525	1381.925	1793.11	861.732	498.113	291	473	185	366
unassigned_transcript_2126	MM_RS10530	282	958	833	322	88	190	297	232
unassigned_transcript_2127	MM_RS10535	253.239	423.008	1602	778	41	68	177	140
unassigned_transcript_2128	MM_RS10540	303	579.465	905	570	231	396	668	632.015
unassigned_transcript_2129	MM_RS10545	576	1077.994	2036	905	192	303	286	587
unassigned_transcript_2130	MM_RS10550	818	1402.161	4155	3079	154	444	408	542
unassigned_transcript_2131	MM_RS10555	981	2733	1302	1047	241	510	223	334
unassigned_transcript_2132	MM_RS10560	240.908	726.884	451.04	288.621	47	87	88	39
unassigned_transcript_2133	MM_RS10565	2500	3709	1978	1780	177	189	110	97
unassigned_transcript_2134	MM_RS10570	479	865	280	354	24	29	18	16
unassigned_transcript_2135	MM_RS10575	770.975	2484	5772	7394	48	321	165	481
unassigned_transcript_2136	MM_RS10580	2588	3394.999	3276	753	497	965	852	1690
unassigned_transcript_2137	MM_RS10585	467.289	812.712	2883	828	147.16	296	490	722
unassigned_transcript_2138	MM_RS10590	233.016	350.924	441	177	39	96	80	93
unassigned_transcript_2139	MM_RS10595	148	343	559	153	48	90	53	119
unassigned_transcript_2140	MM_RS10600	47	77	77	61	18	24	9	32
unassigned_transcript_2141	MM_RS18885	131.898	463.885	82.345	31	2	6	3	3
unassigned_transcript_2142	MM_RS10605	10	13.007	5	3.008	3	2	4	2.005
unassigned_transcript_2143	MM_RS10610	29.016	57.157	50.522	9	11	20	24	10.009
unassigned_transcript_2144	MM_RS10615	22.036	53.057	35.053	28	8	20	3	11
unassigned_transcript_2145	MM_RS10625	44.082	78.712	48.022	12.261	4.03	10.157	10.317	4.054
unassigned_transcript_2146	MM_RS10635	266.727	580.044	378.247	137.321	65.851	134.987	49.536	76.714
unassigned_transcript_2147	MM_RS10640	102.582	193.601	154.538	42.231	21.203	54.106	23.972	29.686
unassigned_transcript_2148	MM_RS10645	91	243	273	73	21	40	144	72
unassigned_transcript_2149	MM_RS10650	228	462.239	1563	532	61	72	236	166
unassigned_transcript_2150	MM_RS10655	159.001	384	797.163	338	44	95	174	173
unassigned_transcript_2151	MM_RS10660	83.094	153	596	233	7	29	61	76
unassigned_transcript_2152	MM_RS10665	121	169	483	229	40	51	195	150
unassigned_transcript_2153	MM_RS10670	285	225.014	510.595	409	18	51	61	63
unassigned_transcript_2154	MM_RS10675	522.014	570.131	654	596	236.02	384	586	356
unassigned_transcript_2155	MM_RS10680	1104	2246.435	1056	1341	334	634	789	647
unassigned_transcript_2156	MM_RS10685	192	376.294	919	369	88	146	109	198
unassigned_transcript_2157	MM_RS10690	17	29	21	10	55	79	45	146
unassigned_transcript_2158	MM_RS10695	9.012	34.982	8	9	14	22	17	18
unassigned_transcript_2159	MM_RS10700	29	33	23	9	101.037	181	123	163
unassigned_transcript_2160	MM_RS10705	15	17	16	7	1	5	13	8
unassigned_transcript_2161	MM_RS10710	338	920	4659	2316	149	475	602	857
unassigned_transcript_2162	MM_RS10715	293	500	1072	1154.998	71	123	334	345
unassigned_transcript_2163	MM_RS10720	350	588	1176	857	327	740	422	1276
unassigned_transcript_2164	MM_RS10725	2342.264	4574.985	4456	8435	351	1047	532	987
unassigned_transcript_2165	MM_RS10730	197	366.094	495	460	41	78	73	102
unassigned_transcript_2166	MM_RS10735	6	10	11	4	2	7	8	9
unassigned_transcript_2167	MM_RS10740	261.534	442.39	437.64	228.826	163	167	147	249.674
unassigned_transcript_2168	MM_RS10745	221	504	849	290	44	80	77	83
unassigned_transcript_2169	MM_RS10750	71	225	1109	479	17	25	111	90
unassigned_transcript_2170	MM_RS17510	572.47	1069.119	926	616	98	324	160	166
unassigned_transcript_2171	MM_RS10760	56	210	219	92	32	47	52	74
unassigned_transcript_2172	MM_RS10765	178.506	330	249	146	41	99	41	52
unassigned_transcript_2173	MM_RS10770	316.9	748.231	402.981	229	26	74	21	38
unassigned_transcript_2174	MM_RS10775	307	665.398	249.022	625	65	84	195	164
unassigned_transcript_2175	MM_RS10780	101	200	74	71	10	28	17	21
unassigned_transcript_2176	MM_RS10785	75.919	279.937	108.996	66	23	49	34	39
unassigned_transcript_2177	MM_RS10790	69	165.149	109	47	12	40	18	17
unassigned_transcript_2178	MM_RS10795	207	410	564	323.716	79.788	160.112	62	134.075
unassigned_transcript_2179	MM_RS10800	106	181.991	407	264	56	59	63	89
unassigned_transcript_2180	MM_RS10805	501.477	1690.042	131.821	1954.077	63.461	326.072	44.46	126.795
unassigned_transcript_2181	MM_RS10810	0	194.506	0	105.952	0	31.773	11.081	0
unassigned_transcript_2182	MM_RS10815	465.48	1016.303	171.305	634.707	100.132	334.876	45.504	239
unassigned_transcript_2183	MM_RS10820	690.057	1705.317	377.796	1626.972	67.869	213.792	71.156	117.356
unassigned_transcript_2184	MM_RS10825	26	44	22.316	35	7	13	8	3.009
unassigned_transcript_2185	MM_RS10830	223.381	406.21	149.121	184.93	33.033	84.805	11.208	67.21
unassigned_transcript_2186	MM_RS19590	528	1073	253	137	123	433	72	158
unassigned_transcript_2187	MM_RS10840	83	220.986	112	68	30	59	52	60
unassigned_transcript_2188	MM_RS10845	554	936.365	531	241	61	143	80	64
unassigned_transcript_2189	MM_RS10850	81	151	923	601	11	22	63	39
unassigned_transcript_2190	MM_RS10855	64	142.989	960.969	621	3	6	23	43
unassigned_transcript_2191	MM_RS10860	204	433	265	154	25	82	33	74
unassigned_transcript_2192	MM_RS10865	135	329	345	187	34	60	114	108
unassigned_transcript_2193	MM_RS10870	22	32	88	44	4	8	14	22
unassigned_transcript_2194	MM_RS18460	384.629	456.405	742	382	67	96	151	181
unassigned_transcript_2195	MM_RS10880	73	152	117	27	25.082	49	28	78
unassigned_transcript_2196	MM_RS10885	36	60	240	145	5	15	48	57
unassigned_transcript_2197	MM_RS10890	62	78	319	157	30	27	75	150
unassigned_transcript_2198	MM_RS17515	207	755.886	765	292	57	87	172	188
unassigned_transcript_2199	MM_RS10900	200	334	480	399	31	59	42	80
unassigned_transcript_2200	MM_RS19595	33	37	112	29	10	9	22	47
unassigned_transcript_2201	MM_RS10910	72.972	156.71	476	183	23	38	63	86
unassigned_transcript_2202	MM_RS17520	130	299.218	539	228.016	29	29	94	71
unassigned_transcript_2203	MM_RS10920	104	126.594	260	164	25	57	73	195
unassigned_transcript_2204	MM_RS10925	172.955	274.538	1278	501	60	69	285	385
unassigned_transcript_2205	MM_RS10930	89.782	212	839	195	24	70	181	244
unassigned_transcript_2206	MM_RS10935	59	156	380	260	17	34	80	169
unassigned_transcript_2207	MM_RS10940	19	39	230	95	6	20	49	78
unassigned_transcript_2208	MM_RS10945	108	318.243	640	516	14	63	107	192
unassigned_transcript_2209	MM_RS10950	292	805.981	528	455	49	143	196	529
unassigned_transcript_2210	MM_RS10955	560	901	1065	791	51	104	96	225
unassigned_transcript_2211	MM_RS10960	504	984.949	669.984	438	151	272	152	286
unassigned_transcript_2212	MM_RS17525	984.989	1318.995	1209	861	318.161	566	371	576
unassigned_transcript_2213	MM_RS18840	0	0	0	0	0	1	2	0
unassigned_transcript_2214	MM_RS10970	2334	2694.029	4224.912	15029	716	358	1212	1280
unassigned_transcript_2215	MM_RS10975	169	800.753	221	1226	19	111	10	133
unassigned_transcript_2216	MM_RS18890	24	250	144	76	3	6	0	15
unassigned_transcript_2217	MM_RS10980	12.085	125	25	19	3	26	1	9
unassigned_transcript_2218	MM_RS10985	22	44	32	7	9	43	21	21
unassigned_transcript_2219	MM_RS18465	36	161.615	110.004	72	5	31	5	28
unassigned_transcript_2220	MM_RS10995	11	17	29	10	1	5	10	8
unassigned_transcript_2221	MM_RS19440	0	1	0	1	1	0	3	1
unassigned_transcript_2222	MM_RS11000	349	741.013	8107	4537	65	171	698	824
unassigned_transcript_2223	MM_RS11005	230	682	8422	6131	49	200	348	613
unassigned_transcript_2224	MM_RS11010	33	103	1504	1010	3	33	23	98
unassigned_transcript_2225	MM_RS11015	200	395	5461	5565	36	151	325	476
unassigned_transcript_2226	MM_RS11020	98	293.662	3983.999	2292	26	136	316	429
unassigned_transcript_2227	MM_RS11025	127	284	4420	2512	14	50	113	297
unassigned_transcript_2228	MM_RS11030	164	243	3899	4171	43	123	170	549
unassigned_transcript_2229	MM_RS11035	45	141	1345	1646	16	82	56	208
unassigned_transcript_2230	MM_RS11040	28	47	417	316	33	51	188	316
unassigned_transcript_2231	MM_RS11045	106	311	2515	1844	13	26	25	63
unassigned_transcript_2232	MM_RS11050	143	231	2966	1658	21	37	40	122
unassigned_transcript_2233	MM_RS11055	173	285	3959	2753	10	43	65	119
unassigned_transcript_2234	MM_RS11060	218	419	5169	3202	18	74	63	202
unassigned_transcript_2235	MM_RS11065	164	299	3677	2470	16	69	103	228
unassigned_transcript_2236	MM_RS11070	55	124	3432	987	8	31	92	96
unassigned_transcript_2237	MM_RS11075	63	123	1347	669	8	36	103	170
unassigned_transcript_2238	MM_RS11080	161	365.903	4388	2155	29	95	247	448
unassigned_transcript_2239	MM_RS11085	133	260	4237	2166	37	110	270	440
unassigned_transcript_2240	MM_RS11090	171	426	5313	3556	36	133	242	521
unassigned_transcript_2241	MM_RS11095	139.717	439.991	4517	3538	42	123	372	563
unassigned_transcript_2242	MM_RS11100	103.829	275	3006	2229	47	94	331	521
unassigned_transcript_2243	MM_RS11105	85	156	2405	1783	34	65	174	444
unassigned_transcript_2244	MM_RS11110	117.927	307	4933	3122	110	213	804	1183
unassigned_transcript_2245	MM_RS11115	988	1757	3650	3511	321	572	902	1310
unassigned_transcript_2246	MM_RS11120	551	1164	2554	1967	217	395	547	937
unassigned_transcript_2247	MM_RS11125	42	16.001	19	6	16	7	1	10
unassigned_transcript_2248	MM_RS11130	102	241	151	203	34	52	46	85
unassigned_transcript_2249	MM_RS11135	12	25	14	0	2	4	5	9
unassigned_transcript_2250	MM_RS11140	446	707	1353	700	51	106	82	158
unassigned_transcript_2251	MM_RS11145	158	347	1116	533	67	201	403	319
unassigned_transcript_2252	MM_RS11150	102.968	168	958.004	540	19	95	170	200
unassigned_transcript_2253	MM_RS11155	1836	5554	4344	4173	1772.063	4579.316	1613.549	2247.986
unassigned_transcript_2254	MM_RS11160	1060	2624.061	8934	3675	147	561	492	772
unassigned_transcript_2255	MM_RS11165	1262	2923	8073	5721	152	337	345	424
unassigned_transcript_2256	MM_RS11170	795.921	1713.084	6707	4024	57	222	113	316
unassigned_transcript_2257	MM_RS11175	998	2034	6801	3000	114	423	554	733
unassigned_transcript_2258	MM_RS11180	125578.032	261666.87	238416.673	534279.063	83353.083	138988.709	170340.893	160440.595
unassigned_transcript_2259	MM_RS11185	218.258	684.41	313.693	903.593	371.414	1274.538	506.823	1162.255
unassigned_transcript_2260	MM_RS11190	66	118.907	99	31	13	21	21	9
unassigned_transcript_2261	MM_RS11195	12	20.395	27	9	2	10	17	19
unassigned_transcript_2262	MM_RS11200	235.852	487.611	291	194	23	23	6	14
unassigned_transcript_2263	MM_RS11205	3	17.067	12.806	4	1	3	1	3
unassigned_transcript_2264	MM_RS11210	261.822	389.976	634.686	247.048	39.148	98.906	141.984	108.297
unassigned_transcript_2265	MM_RS11215	179.914	538.09	421.077	323.407	15.472	61.049	38.905	44.618
unassigned_transcript_2266	MM_RS17890	5.958	10.957	7.276	0	6.345	13.031	0	23.754
unassigned_transcript_2267	MM_RS11230	47.901	195.335	0	0	0	0	0	0
unassigned_transcript_2268	MM_RS11235	46.577	70.044	45.617	5.654	2.452	6.419	0	14.758
unassigned_transcript_2269	MM_RS11240	2154.691	4197.719	7329.46	3639.357	274.294	654.616	282.965	591.875
unassigned_transcript_2270	MM_RS11245	2908.767	5730.971	10598.147	5386.912	445.644	1062.143	343.173	717.211
unassigned_transcript_2271	MM_RS11250	207.249	415.971	527.414	233.293	47.579	142.506	24.511	107.119
unassigned_transcript_2272	MM_RS11255	382	256	422	285	444	557	244	622
unassigned_transcript_2273	MM_RS11260	100	166	64	24	11	16	8	16
unassigned_transcript_2274	MM_RS11265	163	691.032	603	113	70	225.664	51	100
unassigned_transcript_2275	MM_RS11270	39	60	60	21	17	22.021	33	38
unassigned_transcript_2276	MM_RS11275	25	21	63	6	14	14	8	12
unassigned_transcript_2277	MM_RS11280	8	21.01	23	6	2	5	6	10
unassigned_transcript_2278	MM_RS18475	38	75	26	18	16	90	15	46
unassigned_transcript_2279	MM_RS11285	218.117	431.232	472.664	336	44	123	131	249
unassigned_transcript_2280	MM_RS11290	131	304	307.747	105.955	18	55	24	20
unassigned_transcript_2281	MM_RS11295	28	86.033	161	20	19	43	21	18
unassigned_transcript_2282	MM_RS11300	731.824	1790.988	1995.839	1216	189	207	179	121
unassigned_transcript_2283	MM_RS11305	120	362	563	97	122	160	278	164
unassigned_transcript_2284	MM_RS11310	13	40.676	33	12	4	3	1	2
unassigned_transcript_2285	MM_RS11315	20	33	66	14	6	4	0	5
unassigned_transcript_2286	MM_RS11320	60.538	120.331	270.952	122	48	87.004	91	123.586
unassigned_transcript_2287	MM_RS11325	32	70.106	110	36	6	14	15	31
unassigned_transcript_2288	MM_RS11330	16.451	24	67.048	21	12	18	125	80.414
unassigned_transcript_2289	MM_RS11335	23	62	73	50	56	114	89	82
unassigned_transcript_2290	MM_RS11340	82	162.002	300	190	22	30	71	80
unassigned_transcript_2291	MM_RS11350	160	368	246	100	35	68	45	47
unassigned_transcript_2292	MM_RS11355	17	49.212	23	8	1	3	1	8
unassigned_transcript_2293	MM_RS11360	126.318	200.98	247.944	50.682	39.885	7.891	0	58.518
unassigned_transcript_2294	MM_RS11365	499	1092	737	335	198	460	382	698
unassigned_transcript_2295	MM_RS11370	237.003	433.407	1055.089	481	53	163	177	291
unassigned_transcript_2296	MM_RS11375	31.002	41	43	3	5	17	11	2
unassigned_transcript_2297	MM_RS11380	117.398	294.367	397	156	63	176	190	213
unassigned_transcript_2298	MM_RS11385	464.238	1144.881	404	460	35	121	28	61
unassigned_transcript_2299	MM_RS11390	442.411	630.001	1111.991	428	95	117	199	210
unassigned_transcript_2300	MM_RS19445	7	15.073	21	24	6	8	10	10
unassigned_transcript_2301	MM_RS11395	213.591	321.076	1302	398	56	56	121	180
unassigned_transcript_2302	MM_RS11400	190	305	619	335	38	30	59	170
unassigned_transcript_2303	MM_RS11405	24.011	34.937	164	51	6	19	34	62
unassigned_transcript_2304	MM_RS11410	29	26	98.655	74	5.363	19	31	79
unassigned_transcript_2305	MM_RS11415	86	132	248.345	154	42.637	57	95	131
unassigned_transcript_2306	MM_RS11420	146.125	222	778	447	25	34	119	143
unassigned_transcript_2307	MM_RS11425	433	1303.987	1250	512	125	336	117	194
unassigned_transcript_2308	MM_RS11430	238	508	530	252	74	110	103	71
unassigned_transcript_2309	MM_RS11435	181	324.147	213	138	35	52	32	38
unassigned_transcript_2310	MM_RS11440	264.779	625.043	248	261	186	298	51	154
unassigned_transcript_2311	MM_RS11445	2447	3789.971	1820.998	1221	616	1231	523	699
unassigned_transcript_2312	MM_RS11450	656.11	1222.465	1881	1019	221	326	324	528
unassigned_transcript_2313	MM_RS11455	116.835	243.972	223	89	24	58	50	111
unassigned_transcript_2314	MM_RS11460	51	236	157	43	17	27	68	51
unassigned_transcript_2315	MM_RS17530	314.128	573.61	1336	500	60.98	106.985	287	236
unassigned_transcript_2316	MM_RS11470	222.486	356.815	1129	616	34	62	93	188
unassigned_transcript_2317	MM_RS11475	90	123.864	385	82	25	35	43	91
unassigned_transcript_2318	MM_RS11480	238.05	366.29	830	212	58	119	113	120
unassigned_transcript_2319	MM_RS11485	814	1477	451	176	291	540	311	328
unassigned_transcript_2320	MM_RS11490	45	121.991	179.001	32	6	18	13	25
unassigned_transcript_2321	MM_RS11495	41	129	174	47	9	22	19	20
unassigned_transcript_2322	MM_RS11500	16.456	59.336	94	25	5	2	14	14
unassigned_transcript_2323	MM_RS11505	46.085	100.138	155	50	10	28	22	30
unassigned_transcript_2324	MM_RS11510	146	269.014	745	253	39	108	206	258
unassigned_transcript_2325	MM_RS11515	223	506.161	699	258	37	85	147	204
unassigned_transcript_2326	MM_RS11520	311.002	657	245	127	70	199	29	70
unassigned_transcript_2327	MM_RS18895	52	66	55	70	22	26	26	15
unassigned_transcript_2328	MM_RS11525	528.051	842.312	339.055	262.022	99	220	46	93.011
unassigned_transcript_2329	MM_RS19200	221.949	339.953	164.945	130.978	94	129	59	77.989
unassigned_transcript_2330	MM_RS11535	176	288.996	264	212	22	59	44	43
unassigned_transcript_2331	MM_RS11540	466.127	910.208	286	293	54	141	51	98
unassigned_transcript_2332	MM_RS11545	78.984	176.057	341.35	260	27	35	74	77
unassigned_transcript_2333	MM_RS11550	66.5	228.491	533.717	34.455	41.671	50.452	38.653	52.002
unassigned_transcript_2334	MM_RS11555	93.409	301.974	114	79	22.812	33.105	34	40
unassigned_transcript_2335	MM_RS11560	14.507	35.283	6.366	9.92	1.305	16.807	3.829	9.304
unassigned_transcript_2336	MM_RS11565	36	100.029	48	23	3	8	10	15
unassigned_transcript_2337	MM_RS11570	373.825	1134.647	1112	306.988	18	237.445	58.827	109
unassigned_transcript_2338	MM_RS11575	194.999	465.004	156	220	20	81	12	21
unassigned_transcript_2339	MM_RS11580	163	395.057	118	152	45	106	63	58
unassigned_transcript_2340	MM_RS18480	25	53	19	13	5	11	0	7
unassigned_transcript_2341	MM_RS11585	50	141.035	42	39	4	23	12	9
